survey,variable,variable_label,age_group,year,mean,se,ci_lower,ci_upper,n_unweighted
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",60-69,2016,0.6040374853552555,0.02005322586271773,0.5647338848904816,0.6433410858200294,2953
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",60-69,2017,0.5717776510110367,0.016931311262599866,0.5385928907253036,0.6049624112967699,3047
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",60-69,2018,0.565126177233145,0.016556747844242374,0.5326755477573187,0.5975768067089712,3179
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",60-69,2019,0.5544872844808487,0.01656315539638076,0.5220240964336021,0.5869504725280953,3039
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",60-69,2020,0.5878687367532202,0.01852884647133239,0.5515528649943366,0.6241846085121037,2793
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",60-69,2021,0.5575374015550859,0.017103376823373668,0.5240153989672565,0.5910594041429154,2974
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",60-69,2022,0.5374875156510736,0.019172572858525652,0.49990996335739313,0.575065067944754,2260
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",60-69,2023,0.546225178137507,0.01942359591720302,0.5081556296895299,0.5842947265854842,2001
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2000,0.8314999032414784,0.026267611546664633,0.7800163306501272,0.8829834758328295,1125
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2001,0.9390640769811273,0.020795558814393055,0.8983055306665324,0.9798226232957221,1604
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2002,0.890006626694643,0.02017285408483001,0.8504685592229945,0.9295446941662916,1819
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2003,0.8833171365896859,0.024272523520912085,0.8357438646747969,0.9308904085045749,1640
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2004,0.8990006355193342,0.023206792435508893,0.8535161581490402,0.9444851128896281,1627
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2005,0.9067491848104314,0.02395555719375249,0.8597971554810871,0.9537012141397757,1530
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2006,0.8650509555063143,0.02484045075893076,0.8163645666590693,0.9137373443535592,1535
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2007,0.8747465683182303,0.02491404319258494,0.8259159409514885,0.9235771956849721,1369
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2008,0.8355891215356704,0.027901424264473906,0.7809033348599297,0.8902749082114112,1337
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2009,0.8440540833156531,0.024364598875215693,0.7963003470224652,0.891807819608841,1426
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2010,0.8539774422678393,0.024823148679804032,0.8053249648725405,0.9026299196631382,1392
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2011,0.8430520664680723,0.024809280007485467,0.7944267711710312,0.8916773617651134,1497
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2012,0.8447057574666907,0.02509061643835407,0.7955290528976081,0.8938824620357734,1586
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2013,0.8661003013060513,0.027310748751501343,0.8125722173622865,0.9196283852498162,1434
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2014,0.8057559905299477,0.03207016707362721,0.7428996180874561,0.8686123629724394,1436
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2015,0.7920148204105817,0.02565688332076424,0.7417282531463374,0.842301387674826,1583
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2016,0.7768384187027007,0.02594579578124972,0.7259855934212199,0.8276912439841814,1724
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2017,0.7876007672570846,0.02347619415497435,0.7415882722192652,0.8336132622949041,1890
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2018,0.7611860435823709,0.022153142550165334,0.717766682039665,0.8046054051250767,2113
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2019,0.7692858328932245,0.020241240118088994,0.7296137312593428,0.8089579345271062,2044
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2020,0.7489569418672669,0.022365869436376556,0.7051206432890437,0.7927932404454902,2059
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2021,0.7437587278998341,0.021334554654709896,0.7019437691504014,0.7855736866492669,2395
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2022,0.7492727002172463,0.0251217309324715,0.7000350123602964,0.7985103880741963,1827
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",70-79,2023,0.6852324573848203,0.023753589986474893,0.6386762765077982,0.7317886382618424,1586
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2000,1.1363709975522227,0.04331957453021435,1.051466191647404,1.2212758034570415,498
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2001,1.1526877740820884,0.02889279177127015,1.0960589427975838,1.2093166053665931,840
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2002,1.1612919745140096,0.028876828995683758,1.1046944296947474,1.2178895193332717,962
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2003,1.1465184015165901,0.037501050759157065,1.0730176926462338,1.2200191103869464,832
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2004,1.192126678544696,0.030351979010417352,1.1326378928247622,1.2516154642646298,830
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2005,1.1640454039880859,0.03274829713579038,1.0998599210469204,1.2282308869292513,839
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2006,1.1984039203730805,0.031575455173827996,1.1365171654369188,1.2602906753092422,912
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2007,1.2080563903062638,0.03131300274364178,1.146684032680922,1.2694287479316055,838
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2008,1.1767391374531155,0.036038423130119,1.1061051260584671,1.247373148847764,791
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2009,1.1536698112143742,0.026554866723480588,1.101623228822091,1.2057163936066573,921
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2010,1.1504634932440965,0.03236314257740056,1.0870328993658567,1.2138940871223363,900
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2011,1.1560991488707697,0.02913203952121324,1.0990014006129942,1.2131968971285452,902
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2012,1.1568594623295851,0.02842984843079424,1.1011379833192958,1.2125809413398745,936
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2013,1.1776611631068157,0.03491456900712555,1.1092298653171113,1.24609246089652,841
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2014,1.0608213944516471,0.038424775186862,0.9855102189713493,1.136132569931945,832
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2015,1.1209740415451024,0.03401822753249864,1.0542995407635163,1.1876485423266885,924
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2016,1.1238802018628182,0.030725269336137728,1.0636597805486954,1.184100623176941,985
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2017,1.142305891228417,0.030886547870449498,1.0817693697955637,1.2028424126612702,986
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2018,1.1268438608759102,0.03057281911248398,1.0669222365095838,1.1867654852422365,1083
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2019,1.184529342877918,0.03013070516334999,1.125474245928957,1.243584439826879,991
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2020,1.1809990944394377,0.031289911184412045,1.119671995438533,1.2423261934403425,937
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2021,1.1106480170906634,0.031108112935033832,1.0496772361109925,1.1716187980703343,1036
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2022,1.1078434685940257,0.03401932745781454,1.0411668119984347,1.1745201251896167,812
MEPS,ADCLIM,"ADCLIM: Climbing Stairs
""Does your health now limit you in
climbing several flights of stairs?""",80-89,2023,0.9727683956326226,0.0437263846154448,0.8870662566122045,1.0584705346530408,735
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2000,1.083788191848595,0.005403082249108501,1.0731983452348346,1.0943780384623554,3025
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2001,1.0911347813551486,0.005907576199221197,1.0795561447687492,1.102713417941548,4182
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2002,1.0991569868528543,0.005009620652239921,1.089338310798256,1.1089756629074528,4977
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2003,1.0968187451998672,0.006295513857407041,1.0844797647751765,1.109157725624558,4462
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2004,1.1155485514159944,0.006658625418811688,1.1024978854085805,1.1285992174234083,4395
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2005,1.1083124974561738,0.006524139352997143,1.095525419294179,1.1210995756181685,4256
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2006,1.113456113997245,0.007256289856471309,1.099234047217178,1.127678180777312,4072
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2007,1.1064274436805084,0.0062826454760570175,1.0941136848198032,1.1187412025412136,3794
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2008,1.1056833867570002,0.00680398491518708,1.0923478213718796,1.1190189521421208,4442
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2009,1.1025191229032136,0.0058354299592001495,1.0910818903488753,1.113956355457552,4905
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2010,1.0968761673348497,0.0064921502539645294,1.0841517866548567,1.1096005480148428,4270
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2011,1.1042475718234916,0.00650692275810044,1.0914942375674308,1.1170009060795525,4829
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2012,1.088497084653637,0.005142081935462123,1.0784187892545773,1.0985753800526967,5512
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2013,1.082535901579917,0.005366864359372385,1.0720170407256355,1.0930547624341984,5063
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2014,1.0847788137490446,0.005297008615133868,1.074396867637584,1.0951607598605053,4501
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2015,1.0857158902628004,0.006198671122224042,1.0735667181112327,1.097865062414368,4384
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2016,1.0878471400741603,0.006247778114996386,1.0756017199853698,1.1000925601629508,4224
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2017,1.0602067987736556,0.004829780780372688,1.0507406023909014,1.06967299515641,3719
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2018,1.056752617180787,0.005171013156986901,1.0466176176295099,1.0668876167320642,3154
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2019,1.057455803445408,0.00522890049978071,1.0472073467870944,1.0677042601037217,2714
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2020,1.0661560944280155,0.007323981827854317,1.0518013538219952,1.0805108350340358,1718
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2021,1.0773230763581505,0.009033555206256164,1.0596176335015342,1.0950285192147668,1881
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2022,1.0730654266048476,0.009762681702034518,1.0539309220763318,1.0921999311333634,1210
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",18-29,2023,1.0756565831923728,0.010199064082527907,1.055666784914602,1.0956463814701436,1057
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2000,1.1140002504962763,0.007049902544318059,1.1001826954148957,1.1278178055776569,3146
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2001,1.1282053461538555,0.0064123568764212924,1.115637357620052,1.140773334687659,4060
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2002,1.130466299341331,0.006431004371122004,1.1178617623895122,1.1430708362931499,4721
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2003,1.135336516666322,0.00666589272781103,1.122271606995005,1.1484014263376392,4003
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2004,1.1331991399465176,0.007561120417197902,1.118379616246039,1.148018663646996,4034
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2005,1.142218867809015,0.007341824198383021,1.1278291567993597,1.1566085788186704,3877
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2006,1.1240757463918618,0.005907279421645776,1.1124976914788214,1.1356538013049022,3765
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2007,1.1177064520716578,0.007298329480427252,1.1034019891427134,1.1320109150006021,3423
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2008,1.1239149730967968,0.007260321497713139,1.1096850044450972,1.1381449417484963,3750
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2009,1.123336548889922,0.006886610431495932,1.1098390404686322,1.136834057311212,4260
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2010,1.1163974318514727,0.0067556353361896155,1.103156629899855,1.1296382338030904,3785
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2011,1.12429362578708,0.007476449044124634,1.1096400549283467,1.1389471966458131,4054
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2012,1.12857895473149,0.0075856082571108,1.113711435746723,1.1434464737162569,4641
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2013,1.1164833105905103,0.007442904589968556,1.1018954856538041,1.1310711355272165,4262
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2014,1.1246898738586197,0.00682424632149424,1.1113145968468612,1.1380651508703783,3938
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2015,1.111664708637346,0.006912223174502006,1.098117000162219,1.1252124171124729,3933
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2016,1.114907972130026,0.00748052717134075,1.1002464082888248,1.129569535971227,3836
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2017,1.0872936288561716,0.005953002401958053,1.0756259585484533,1.09896129916389,3504
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2018,1.065872555657448,0.005086623788380798,1.055902956229317,1.075842155085579,3232
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2019,1.0715565347355889,0.005734940503388441,1.0603162578954675,1.0827968115757103,2781
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2020,1.0772879967219813,0.007364973522361878,1.062852913871061,1.0917230795729016,1994
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2021,1.0789676967204345,0.00762093167297468,1.0640309451127634,1.0939044483281055,2084
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2022,1.069605009719042,0.008256761517753331,1.0534220545153092,1.0857879649227746,1496
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",30-39,2023,1.0893536130377195,0.009553251120603616,1.0706295849060694,1.1080776411693696,1366
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2000,1.1930111469218896,0.01067394417244619,1.1720906007709038,1.2139316930728754,3179
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2001,1.2157672949980338,0.0073514725275280485,1.2013586736107431,1.2301759163853245,4321
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2002,1.23229853922761,0.008359137852486861,1.2159149300949303,1.2486821483602897,4960
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2003,1.2376193142743956,0.007933577874658529,1.2220697873715212,1.2531688411772701,4212
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2004,1.2385602692046007,0.007855104776571618,1.223164546747732,1.2539559916614695,4159
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2005,1.2348862961318285,0.009405307413020909,1.21645223233878,1.253320359924877,4060
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2006,1.2262457032973542,0.009671034558916833,1.207290823868635,1.2452005827260733,4078
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2007,1.2179439123830336,0.009295690214478158,1.199724694351215,1.2361631304148522,3651
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2008,1.2100703590981363,0.008493787406239269,1.1934228416895674,1.2267178765067053,3910
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2009,1.2093255865210828,0.009147090248297442,1.1913976190710822,1.2272535539710834,4369
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2010,1.2113480198817839,0.008379572484632539,1.1949243596060612,1.2277716801575065,3831
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2011,1.1978610093492454,0.009606391287374701,1.1790328284045917,1.2166891902938992,3990
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2012,1.1880520609936804,0.009335003719868349,1.169755789907191,1.2063483320801698,4424
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2013,1.1736234061286288,0.008462481293004228,1.1570372475744966,1.190209564682761,4013
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2014,1.1734306663143903,0.008638590679253376,1.1564993397058703,1.1903619929229103,3562
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2015,1.1779092533085769,0.008550354968990315,1.1611508655143228,1.194667641102831,3640
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2016,1.167507770704058,0.008227309602524503,1.1513825401934494,1.1836330012146665,3685
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2017,1.126006688852028,0.007027997145038787,1.1122320675643016,1.1397813101397543,3384
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2018,1.1152116084030435,0.006782057218825749,1.1019190205130551,1.1285041962930318,2950
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2019,1.1070843483683512,0.007647261988200423,1.0920959902911362,1.1220727064455662,2678
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2020,1.1260676733456823,0.010511392418252257,1.1054657227785405,1.146669623912824,1983
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2021,1.1182119521611837,0.009795720634509989,1.0990126925149284,1.137411211807439,2056
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2022,1.1038638840922743,0.009695124762514176,1.0848617887321241,1.1228659794524245,1409
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",40-49,2023,1.1326700572678905,0.012297625686250375,1.108567153827485,1.156772960708296,1273
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",50-59,2000,1.2869124069763325,0.012480101503708605,1.2624518575056594,1.3113729564470056,2421
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",50-59,2001,1.3117113432523873,0.008552241417026532,1.2949492580879234,1.3284734284168511,3337
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",50-59,2002,1.3219725556840645,0.010424460438554498,1.301540988666235,1.342404122701894,3881
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",50-59,2003,1.3358701206520331,0.011268579162793026,1.3137841113360202,1.357956129968046,3234
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",50-59,2004,1.3283411702277585,0.009360422963489904,1.3099950783392567,1.3466872621162604,3379
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",50-59,2005,1.3232334003222341,0.010026561810369967,1.3035817002851442,1.342885100359324,3516
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",50-59,2006,1.3332540894346512,0.01186264250809006,1.3100037373573208,1.3565044415119816,3678
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",50-59,2007,1.3295094387969049,0.009607482149649488,1.3106791198014804,1.3483397577923293,3340
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",50-59,2008,1.320924486452599,0.009678643155037595,1.3019546944495102,1.339894278455688,3516
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",50-59,2009,1.3176375421049908,0.01070992251078489,1.2966464797066377,1.338628604503344,4039
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",50-59,2010,1.3065251051287872,0.010513624859176477,1.2859187790578364,1.327131431199738,3654
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",50-59,2011,1.3063855496664252,0.00989788896776169,1.2869860437666358,1.3257850555662145,3909
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",50-59,2012,1.3022160470511388,0.010513898838118345,1.2816091839913293,1.3228229101109483,4360
MEPS,ANYLMT,"ANYLMT: Any Limitation
Summary measure of any IADL, ADL,
functional, or activity limitation",50-59,2013,1.2832678432931226,0.010137051960931355,1.263399586540286,1.3031361000459591,3965
